name,slug,address,latitude,longitude,parking_type,total_spaces,is_24h,open_time,close_time,fee_type,amount_yen,duration_minutes,fee_notes,restriction_name,max_length_mm,max_width_mm,max_height_mm,max_weight_kg,spaces_count,restriction_notes,source_url
足立中央本町２丁目第４,repark-rep0027609,東京都足立区中央本町２丁目１７ー３,35.770909682401,139.80839684016,self_propelled,8,TRUE,,,hourly,220,30,,ハイルーフ,5000,1900,2000,2000,8,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027609&st=4&pref=13
足立青井１丁目,repark-rep0012388,東京都足立区青井１丁目９ー２,35.775078727972,139.81111586638,self_propelled,5,TRUE,,,hourly,220,30,,ハイルーフ,5000,1900,2000,2000,5,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012388&st=4&pref=13
足立青井１丁目第３,repark-rep0026259,東京都足立区青井１丁目９ー８,35.775412032162,139.8115074855,self_propelled,11,TRUE,,,hourly,220,30,,ハイルーフ,5000,1900,2000,2000,11,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0026259&st=4&pref=13
足立中央本町２丁目第３,repark-rep0027408,東京都足立区中央本町２丁目１６ー１５,35.77012644974,139.80940234772,self_propelled,8,TRUE,,,hourly,220,60,,ハイルーフ,5000,1900,2000,2000,8,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027408&st=4&pref=13
足立青井６丁目,repark-rep0027337,東京都足立区青井６丁目１６ー１６,35.77734238654,139.81178515156,self_propelled,8,TRUE,,,hourly,110,15,,ハイルーフ,5000,1900,2000,2000,8,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027337&st=4&pref=13
立石７丁目第２,repark-rep0022322,東京都葛飾区立石７丁目１６ー２,35.740802516346,139.84988367005,self_propelled,3,TRUE,,,hourly,220,15,,ハイルーフ,5000,1900,2000,2000,3,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0022322&st=4&pref=13
立石７丁目第３,repark-rep0026655,東京都葛飾区立石７丁目２１ー２,35.740458110513,139.85001700784,self_propelled,4,TRUE,,,hourly,220,30,,ハイルーフ,5000,1900,2000,2000,4,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0026655&st=4&pref=13
立石３丁目第２,repark-rep0008362,東京都葛飾区立石３丁目２２ー１５,35.739935856026,139.84495911894,self_propelled,3,TRUE,,,hourly,220,40,,ハイルーフ,5000,1900,2000,2000,3,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0008362&st=4&pref=13
立石４丁目第２,repark-rep0018696,東京都葛飾区立石４丁目１８ー１,35.739252639332,139.84743394487,self_propelled,3,TRUE,,,hourly,220,40,,ハイルーフ,5000,1900,2000,2000,3,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0018696&st=4&pref=13
四つ木５丁目,repark-rep0008521,東京都葛飾区四つ木５丁目２３ー２２,35.744332557922,139.8421063754,self_propelled,4,TRUE,,,hourly,110,15,,ハイルーフ,5000,1900,2000,2000,4,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0008521&st=4&pref=13
立石４丁目第３,repark-rep0021011,東京都葛飾区立石４丁目２０ー８,35.738911014404,139.8477506003,self_propelled,5,TRUE,,,hourly,220,30,,ハイルーフ,5000,1900,2000,2000,5,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0021011&st=4&pref=13
立石７丁目第４,repark-rep0026905,東京都葛飾区立石７丁目２４ー８,35.739469331981,139.85028647599,self_propelled,2,TRUE,,,hourly,220,30,,ハイルーフ,5000,1900,2000,2000,2,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0026905&st=4&pref=13
立石６丁目,repark-rep0009533,東京都葛飾区立石６丁目３０ー１,35.744018891832,139.85294715653,self_propelled,9,TRUE,,,hourly,200,20,,ハイルーフ,5000,1900,2000,2000,9,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0009533&st=4&pref=13
立石６丁目第２,repark-rep0025201,東京都葛飾区立石６丁目３４ー９,35.742402408339,139.85349718528,self_propelled,8,TRUE,,,hourly,400,20,,ハイルーフ,5000,1900,2000,2000,8,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0025201&st=4&pref=13
青戸第一団地,repark-rep0016431,東京都葛飾区青戸３丁目１６ー２４,35.748132333769,139.85254144481,self_propelled,5,TRUE,,,hourly,220,30,,ハイルーフ,5000,1900,2000,2000,5,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0016431&st=4&pref=13
江戸川中央１丁目,repark-rep0002532,東京都江戸川区中央１丁目１２,35.706192661943,139.86893090387,self_propelled,19,TRUE,,,hourly,220,30,,ハイルーフ,5000,1900,2000,2000,19,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0002532&st=4&pref=13
吉野家１４号線西小松川店,repark-rep0017429,,35.702354113171,139.86490363708,self_propelled,15,TRUE,,,hourly,300,30,,ハイルーフ,5000,1900,2000,2000,15,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0017429&st=4&pref=13
東小松川１丁目,repark-rep0009519,東京都江戸川区東小松川１丁目１２ー１９,35.700287714645,139.86762017363,self_propelled,3,TRUE,,,hourly,220,20,,ハイルーフ,5000,1900,2000,2000,3,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0009519&st=4&pref=13
新小岩第４,repark-rep0004657,東京都江戸川区松島３丁目１５－１４,35.712736295894,139.86262557021,self_propelled,2,TRUE,,,hourly,330,30,,ハイルーフ,5000,1900,2000,2000,2,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0004657&st=4&pref=13
西小松川町,repark-rep0014704,,35.698907257086,139.86474547593,self_propelled,4,TRUE,,,hourly,220,25,,ハイルーフ,5000,1900,2000,2000,4,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0014704&st=4&pref=13
松江２丁目,repark-rep0011007,東京都江戸川区松江２丁目４１ー８,35.70093778775,139.87578613252,self_propelled,9,TRUE,,,hourly,220,20,,ハイルーフ,5000,1900,2000,2000,9,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0011007&st=4&pref=13
西小松川町第２,repark-rep0027045,,35.698751708263,139.86420386108,self_propelled,5,TRUE,,,hourly,220,30,,ハイルーフ,5000,1900,2000,2000,5,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0027045&st=4&pref=13
大杉５丁目第３,repark-rep0020137,東京都江戸川区大杉５丁目２３ー３,35.707542690939,139.87885779528,self_propelled,7,TRUE,,,hourly,220,40,,ハイルーフ,5000,1900,2000,2000,7,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0020137&st=4&pref=13
松島４丁目第３,repark-rep0026394,東京都江戸川区松島４丁目２６ー７,35.712075177691,139.85816486011,self_propelled,4,TRUE,,,hourly,220,30,,ハイルーフ,5000,1900,2000,2000,4,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0026394&st=4&pref=13
江戸川中央３丁目,repark-rep0010860,東京都江戸川区中央３丁目１７,35.715264004869,139.87415227453,self_propelled,5,TRUE,,,hourly,200,30,,ハイルーフ,5000,1900,2000,2000,5,,https://www.repark.jp/parking_user/time/result/detail/?park=REP0010860&st=4&pref=13
